customer_id,number_of_site_visits,number_of_emails_opened,number_of_clicks
3212,397,19,26
3213,82,8,2
3214,151,151,80
3215,7,3,2
3216,84,25,22
3217,7,6,2
3218,37,14,3
3219,33,108,48
3220,97,7,19
3221,12,7,1
3222,2,1,1
3223,365,118,9
3224,18,3,3
3225,2,1,1
3226,437,122,73
3227,23,29,7
3228,87,76,22
3229,111,35,16
3230,87,9,21
3231,572,101,142
3232,107,161,36
3233,318,10,49
3234,15,1,1
3235,94,84,13
3236,166,104,63
3237,31,8,6
3238,27,11,16
3239,45,32,13
3240,202,59,76
3241,344,19,25
3242,15,4,1
3243,14,14,3
3244,78,32,60
3245,10,3,1
3246,17,20,4
3247,24,12,20
3248,31,8,65
3249,243,35,28
3250,73,31,12
3251,57,20,15
3252,87,33,15
3253,34,7,9
3254,43,6,9
3255,26,9,4
3256,43,26,11
3257,16,15,6
3258,89,4,19
3259,180,1,7
3260,55,41,16
3261,149,16,4
3262,126,87,25
3263,57,9,10
3264,1,1,1
3265,88,26,10
3266,2,1,1
3267,36,65,50
3268,9,25,9
3269,68,27,11
3270,6,7,3
3271,42,13,2
3272,20,1,3
3273,89,11,12
3274,271,54,50
3275,67,21,25
3276,70,71,6
3277,352,140,52
3278,257,65,55
3279,51,124,52
3280,66,24,6
3281,7,6,1
3282,26,24,1
3283,62,5,14
3284,92,27,2
3285,15,2,2
3286,165,42,30
3287,92,7,19
3288,1,1,1
3289,1,1,1
3290,11,6,3
3291,3,1,1
3292,76,24,16
3293,16,16,9
3294,6,32,8
3295,135,5,24
3296,36,39,4
3297,114,19,15
3298,194,60,58
3299,12,4,10
3300,91,8,45
3301,106,57,19
3302,20,1,5
3303,14,9,1
3304,7,5,1
3305,180,85,9
3306,137,68,45
3307,94,1,6
3308,122,90,29
3309,69,85,34
3310,22,95,74
3311,10,2,6
3312,6,1,1
3313,97,109,38
3314,14,9,12
3315,217,57,12
3316,78,39,7
3317,200,67,27
3318,2,2,1
3319,100,48,24
3320,23,13,2
3321,405,106,21
3322,297,220,107
3323,240,72,45
3324,183,6,4
3325,75,43,1
3326,12,4,2
3327,45,61,12
3328,380,30,1
3329,48,9,5
3330,5,1,1
3331,241,33,14
3332,44,1,8
3333,9,2,1
3334,72,30,20
3335,25,4,6
3336,12,3,1
3337,399,135,55
3338,1,1,1
3339,327,164,35
3340,19,29,15
3341,216,71,19
3342,101,34,18
3343,18,9,4
3344,47,2,8
3345,354,26,23
3346,18,7,3
3347,23,16,1
3348,277,132,30
3349,12,161,60
3350,4,20,5
3351,17,11,4
3352,346,137,9
3353,39,20,9
3354,154,50,11
3355,4,20,7
3356,33,20,5
3357,14,17,7
3358,102,193,17
3359,31,7,3
3360,1,1,1
3361,39,12,2
3362,39,38,23
3363,74,7,15
3364,64,24,11
3365,75,52,8
3366,30,15,8
3367,231,66,30
3368,59,65,86
3369,68,36,33
3370,9,11,9
3371,108,17,20
3372,397,18,62
3373,37,8,5
3374,17,11,6
3375,53,36,10
3376,14,46,18
3377,140,18,8
3378,83,11,23
3379,103,63,29
3380,58,17,5
3381,1,109,74
3382,83,11,26
3383,139,76,4
3384,10,16,29
3385,5,45,21
3386,3,2,1
3387,174,159,37
3388,2,1,1
3389,65,24,5
3390,22,8,4
3391,17,38,9
3392,46,11,2
3393,107,14,22
3394,88,67,10
3395,23,4,4
3396,190,98,39
3397,9,2,5
3398,2,1,1
3399,310,30,34
3400,599,92,30
3401,92,39,39
3402,18,12,3
3403,47,16,1
3404,30,6,3
3405,40,14,30
3406,4,3,1
3407,65,2,10
3408,193,67,49
3409,373,83,32
3410,85,12,13
3411,62,194,102
3412,121,35,6
3413,25,3,15
3414,130,11,23
3415,4,9,3
3416,8,1,1
3417,23,74,3
3418,3,2,1
3419,174,47,17
3420,29,17,14
3421,14,18,22
3422,6,2,1
3423,12,19,17
3424,26,65,54
3425,1,2,1
3426,62,44,18
3427,86,24,5
3428,173,15,1
3429,4,1,1
3430,602,114,43
3431,72,46,6
3432,81,27,3
3433,191,86,53
3434,59,50,11
3435,56,20,3
3436,153,32,5
3437,132,24,9
3438,45,33,51
3439,11,45,25
3440,2,1,1
3441,142,3,23
3442,99,31,11
3443,253,46,33
3444,24,63,28
3445,140,32,27
3446,175,7,3
3447,1,3,1
3448,151,15,35
3449,8,2,5
3450,102,5,30
3451,160,31,22
3452,5,7,2
3453,271,66,23
3454,54,2,14
3455,89,58,27
3456,149,59,18
3457,29,20,2
3458,33,2,67
3459,145,121,27
3460,2,1,1
3461,172,21,38
3462,62,7,8
3463,2,1,1
3464,36,20,5
3465,115,69,3
3466,65,7,14
3467,5,1,1
3468,102,45,7
3469,32,1,7
3470,99,34,8
3471,188,64,12
3472,43,16,11
3473,8,24,14
3474,25,9,2
3475,102,22,5
3476,9,169,41
3477,18,5,3
3478,2,30,18
3479,76,15,8
3480,7,85,38
3481,14,1,2
3482,285,86,31
3483,23,6,12
3484,50,14,6
3485,89,4,5
3486,108,35,12
3487,20,34,24
3488,123,100,13
3489,2,1,1
3490,16,13,7
3491,137,21,17
3492,69,18,35
3493,37,15,7
3494,25,19,38
3495,13,23,24
3496,1,1,1
3497,17,2,4
3498,179,237,114
3499,1,6,5
3500,2,6,1
3501,5,47,27
3502,93,36,14
3503,5,22,9
3504,150,44,2
3505,72,8,11
3506,57,30,6
3507,24,7,2
3508,1,70,71
3509,104,57,25
3510,80,75,38
3511,110,152,32
3512,76,25,6
3513,10,3,1
3514,161,42,31
3515,20,8,3
3516,107,8,2
3517,12,4,1
3518,5,2,2
3519,46,6,3
3520,14,5,5
3521,325,3,51
3522,55,8,2
3523,5,10,12
3524,242,105,20
3525,233,83,14
3526,4,1,1
3527,9,18,8
3528,117,29,36
3529,36,68,6
3530,31,17,12
3531,225,94,61
3532,2,3,1
3533,11,6,8
3534,1,1,1
3535,1,5,4
3536,3,1,1
3537,33,25,8
3538,265,98,66
3539,25,38,14
3540,190,110,34
3541,1,10,2
3542,2,1,1
3543,262,155,50
3544,23,53,15
3545,29,10,9
3546,209,90,35
3547,2,33,19
3548,13,6,8
3549,76,39,36
3550,77,14,13
3551,43,1,7
3552,18,2,4
3553,176,51,33
3554,41,28,2
3555,54,17,11
3556,52,39,6
3557,143,3,39
3558,238,67,22
3559,68,67,23
3560,16,31,8
3561,417,161,106
3562,129,20,8
3563,13,8,1
3564,8,3,1
3565,38,4,10
3566,12,15,8
3567,327,75,51
3568,41,146,10
3569,42,8,5
3570,170,66,4
3571,191,66,41
3572,3,72,38
3573,27,10,10
3574,4,8,1
3575,10,38,32
3576,216,66,10
3577,36,9,35
3578,3,1,1
3579,38,19,5
3580,16,8,10
3581,254,87,11
3582,18,5,3
3583,98,71,5
3584,11,39,11
3585,171,4,10
3586,57,59,17
3587,185,46,77
3588,492,191,7
3589,11,4,8
3590,63,10,1
3591,161,17,10
3592,12,14,18
3593,62,22,3
3594,78,30,29
3595,51,22,7
3596,474,128,80
3597,304,136,37
3598,373,108,75
3599,227,92,61
3600,33,86,26
3601,84,15,25
3602,101,9,10
3603,2,7,4
3604,11,2,2
3605,61,15,5
3606,278,43,45
3607,7,3,1
3608,295,50,47
3609,4,1,1
3610,280,46,26
3611,19,11,6
3612,425,7,45
3613,123,93,10
3614,281,224,39
3615,6,2,1
3616,56,2,22
3617,1,1,1
3618,28,13,6
3619,208,26,14
3620,13,4,2
3621,228,30,47
3622,74,24,2
3623,3,1,1
3624,5,1,1
3625,119,52,10
3626,17,1,2
3627,6,30,14
3628,4,3,1
3629,59,195,50
3630,81,17,38
3631,30,5,6
3632,57,22,8
3633,6,3,1
3634,61,1,13
3635,1,1,1
3636,66,12,21
3637,237,294,136
3638,183,26,70
3639,601,176,121
3640,9,6,1
3641,15,8,1
3642,201,25,43
3643,10,8,3
3644,88,21,6
3645,98,45,26
3646,1,1,1
3647,193,67,80
3648,42,13,7
3649,132,90,7
3650,9,7,3
3651,29,20,11
3652,35,139,59
3653,14,28,9
3654,16,8,4
3655,71,24,13
3656,529,79,4
3657,20,6,1
3658,7,2,3
3659,41,80,46
3660,53,38,27
3661,2,4,2
3662,56,74,48
3663,23,8,19
3664,73,8,18
3665,34,18,10
3666,70,11,54
3667,7,1,1
3668,63,4,18
3669,1,1,1
3670,208,101,5
3671,230,107,59
3672,393,167,55
3673,350,20,43
3674,281,85,51
3675,83,7,9
3676,39,40,3
3677,16,2,2
3678,29,1,2
3679,402,117,86
3680,44,34,10
3681,310,31,45
3682,84,63,9
3683,374,150,21
3684,49,36,15
3685,24,46,10
3686,52,20,11
3687,169,61,59
3688,208,28,81
3689,114,112,42
3690,167,54,44
3691,276,108,29
3692,134,105,36
3693,21,11,2
3694,45,32,3
3695,37,8,16
3696,1,3,1
3697,49,42,12
3698,4,2,2
3699,309,39,24
3700,202,4,16
3701,290,83,3
3702,120,109,10
3703,172,14,7
3704,77,22,9
3705,44,17,5
3706,141,124,69
3707,68,24,1
3708,41,12,2
3709,12,7,32
3710,240,23,49
3711,24,7,2
3712,6,1,2
3713,42,15,7
3714,70,31,6
3715,563,86,32
3716,9,3,1
3717,1,1,1
3718,38,5,5
3719,18,26,12
3720,20,7,1
3721,35,4,9
3722,52,19,1
3723,67,15,11
3724,79,48,10
3725,75,48,33
3726,99,23,11
3727,132,35,13
3728,72,11,6
3729,22,18,32
3730,244,89,3
3731,5,25,8
3732,95,64,24
3733,46,16,11
3734,50,16,1
3735,194,26,25
3736,24,2,4
3737,43,33,9
3738,2,1,1
3739,20,12,3
3740,38,1,3
3741,216,53,29
3742,5,1,7
3743,38,4,35
3744,3,16,5
3745,5,50,3
3746,27,43,37
3747,8,85,30
3748,76,1,11
3749,2,102,35
3750,29,84,43
3751,29,5,12
3752,37,20,31
3753,188,44,5
3754,225,39,68
3755,10,50,23
3756,218,55,102
3757,37,3,6
3758,466,155,50
3759,75,10,3
3760,17,12,7
3761,146,86,23
3762,1,1,2
3763,241,85,4
3764,455,77,18
3765,60,26,27
3766,3,22,4
3767,79,10,27
3768,313,17,66
3769,23,6,7
3770,26,4,4
3771,281,127,75
3772,14,6,5
3773,105,104,31
3774,5,5,2
3775,15,4,2
3776,51,63,47
3777,23,15,4
3778,48,110,41
3779,42,98,9
3780,5,3,1
3781,109,24,16
3782,56,41,11
3783,135,43,59
3784,6,38,17
3785,131,26,4
3786,61,217,69
3787,34,11,1
3788,40,88,41
3789,55,30,14
3790,117,106,27
3791,171,28,49
3792,36,18,5
3793,51,40,9
3794,15,8,6
3795,142,99,56
3796,101,234,24
3797,4,12,2
3798,8,29,10
3799,9,14,1
3800,35,37,5
3801,2,1,1
3802,9,2,1
3803,2,19,2
3804,2,1,1
3805,20,36,33
3806,22,39,19
3807,473,117,110
3808,193,60,21
3809,66,23,11
3810,14,14,4
3811,582,206,22
3812,133,196,50
3813,26,14,6
3814,69,34,6
3815,45,16,15
3816,193,94,35
3817,98,25,1
3818,58,4,5
3819,12,26,23
3820,24,1,1
3821,89,60,40
3822,131,46,34
3823,11,1,2
3824,3,1,1
3825,6,2,1
3826,12,4,6
3827,89,17,10
3828,79,87,53
3829,5,2,1
3830,84,36,34
3831,28,2,5
3832,65,7,42
3833,432,6,35
3834,232,48,46
3835,44,8,11
3836,85,53,18
3837,25,62,8
3838,147,51,9
3839,5,4,1
3840,223,108,44
3841,86,38,6
3842,12,1,2
3843,46,4,4
3844,5,3,9
3845,23,23,7
3846,346,41,8
3847,251,73,62
3848,8,2,5
3849,28,40,13
3850,34,49,6
3851,261,75,86
3852,353,129,15
3853,6,46,5
3854,64,106,73
3855,24,10,6
3856,1,1,1
3857,99,50,27
3858,8,23,3
3859,37,54,31
3860,253,145,13
3861,11,6,14
3862,6,3,1
3863,160,15,42
3864,34,24,11
3865,29,86,42
3866,153,58,6
3867,28,8,6
3868,59,29,8
3869,255,76,22
3870,159,55,6
3871,42,6,11
3872,216,37,49
3873,80,58,5
3874,51,156,34
3875,485,59,22
3876,167,24,1
3877,390,38,23
3878,19,4,1
3879,236,10,9
3880,124,38,76
3881,116,84,48
3882,500,68,58
3883,12,2,2
3884,27,13,7
3885,3,1,1
3886,20,63,2
3887,44,2,5
3888,37,51,17
3889,6,15,9
3890,162,25,43
3891,206,101,74
3892,6,5,2
3893,7,2,1
3894,51,11,5
3895,30,16,20
3896,148,16,32
3897,1,1,1
3898,499,91,15
3899,57,56,3
3900,16,9,5
3901,139,88,14
3902,3,1,1
3903,33,6,8
3904,14,8,10
3905,41,10,6
3906,311,86,34
3907,88,52,21
3908,10,48,18
3909,48,1,9
3910,9,3,3
3911,35,8,8
3912,7,3,1
3913,177,81,83
3914,34,1,1
3915,275,14,82
3916,1,1,1
3917,110,19,6
3918,5,1,1
3919,560,44,1
3920,2,1,1
3921,161,56,9
3922,45,3,5
3923,75,22,9
3924,39,6,8
3925,111,8,14
3926,44,90,9
3927,3,5,18
3928,346,3,31
3929,6,1,1
3930,21,6,2
3931,15,30,12
3932,103,40,12
3933,35,10,7
3934,18,70,14
3935,10,2,2
3936,6,22,6
3937,163,65,12
3938,13,11,7
3939,99,49,15
3940,33,25,13
3941,483,194,7
3942,4,4,2
3943,10,22,8
3944,27,1,1
3945,1,1,1
3946,210,103,40
3947,119,38,4
3948,629,154,25
3949,229,97,51
3950,78,35,57
3951,191,73,29
3952,11,10,6
3953,37,3,9
3954,145,6,21
3955,123,2,20
3956,27,31,3
3957,2,5,1
3958,58,55,1
3959,67,107,4
3960,40,8,1
3961,93,42,22
3962,416,69,99
3963,4,18,1
3964,77,26,2
3965,540,251,21
3966,142,173,68
3967,7,3,1
3968,48,21,6
3969,14,3,1
3970,73,23,35
3971,2,1,1
3972,2,9,10
3973,137,134,15
3974,133,1,17
3975,13,7,3
3976,16,20,3
3977,40,42,20
3978,2,1,1
3979,22,8,1
3980,8,17,9
3981,63,17,12
3982,69,34,3
3983,121,40,23
3984,18,7,3
3985,47,30,7
3986,47,5,10
3987,1,31,2
3988,2,1,1
3989,9,3,1
3990,138,50,7
3991,57,177,16
3992,29,52,68
3993,81,29,34
3994,145,69,11
3995,468,99,62
3996,53,83,22
3997,217,79,4
3998,47,55,22
3999,51,14,39
4000,381,149,64
4001,9,26,8
4002,168,66,3
4003,34,17,15
4004,14,2,1
4005,9,7,3
4006,42,1,9
4007,348,33,52
4008,141,25,13
4009,5,1,1
4010,543,161,71
4011,53,18,4
4012,407,172,29
4013,361,90,18
4014,201,52,57
4015,91,12,5
4016,161,48,57
4017,164,153,40
4018,5,61,15
4019,40,38,2
4020,2,2,1
4021,105,45,19
4022,52,72,7
4023,30,53,46
4024,2,1,1
4025,517,86,7
4026,323,9,110
4027,93,49,23
4028,11,2,5
4029,234,132,65
4030,566,128,89
4031,214,5,47
4032,1,1,1
4033,2,12,3
4034,50,12,6
4035,193,55,32
4036,167,41,16
4037,112,2,12
4038,36,18,5
4039,128,95,29
4040,263,30,10
4041,52,42,34
4042,132,67,37
4043,3,1,1
4044,127,54,33
4045,57,77,21
4046,59,3,6
4047,247,100,100
4048,23,1,4
4049,256,76,53
4050,5,2,1
4051,71,15,56
4052,4,1,6
4053,711,17,1
4054,232,45,31
4055,99,95,48
4056,253,114,3
4057,208,28,26
4058,18,6,1
4059,306,13,18
4060,538,3,86
4061,11,5,2
4062,159,22,52
4063,205,107,30
4064,3,1,1
4065,4,3,17
4066,245,19,8
4067,105,24,2
4068,40,38,6
4069,5,1,1
4070,33,20,9
4071,90,23,17
4072,211,58,14
4073,18,13,13
4074,80,22,48
4075,10,1,3
4076,175,62,6
4077,150,46,34
4078,142,79,12
4079,8,11,4
4080,9,1,1
4081,65,10,12
4082,102,37,29
4083,81,16,4
4084,13,71,66
4085,73,9,4
4086,25,6,1
4087,38,23,12
4088,19,4,2
4089,183,64,38
4090,68,1,7
4091,62,21,32
4092,95,50,36
4093,69,75,58
4094,493,206,42
4095,261,142,15
4096,431,97,76
4097,103,33,6
4098,3,2,4
4099,398,106,52
4100,56,15,2
4101,1,1,1
4102,75,31,1
4103,1,1,1
4104,10,23,9
4105,5,3,1
4106,1,1,1
4107,6,6,2
4108,550,42,108
4109,143,54,26
4110,139,180,13
4111,26,4,7
4112,126,39,31
4113,163,73,1
4114,19,11,6
4115,209,29,27
4116,3,2,1
4117,183,58,48
4118,123,31,11
4119,325,120,4
4120,8,5,2
4121,313,44,1
4122,5,2,1
4123,13,31,56
4124,206,108,58
4125,107,28,9
4126,29,2,1
4127,27,32,12
4128,13,3,2
4129,376,107,92
4130,246,68,23
4131,4,1,1
4132,89,48,19
4133,285,72,37
4134,43,9,2
4135,12,16,11
4136,398,61,70
4137,24,72,19
4138,158,37,14
4139,20,4,3
4140,30,7,4
4141,218,121,44
4142,28,16,9
4143,114,41,2
4144,6,4,2
4145,2,1,1
4146,136,25,12
4147,333,15,29
4148,1,1,1
4149,6,69,43
4150,49,34,3
4151,156,73,92
4152,59,27,24
4153,251,112,15
4154,114,29,8
4155,22,20,8
4156,46,6,2
4157,248,163,43
4158,3,1,2
4159,25,99,11
4160,62,15,10
4161,8,5,1
4162,77,59,19
4163,3,1,1
4164,76,57,50
4165,53,102,90
4166,26,43,9
4167,215,67,41
4168,28,98,30
4169,157,84,31
4170,15,10,2
4171,188,31,32
4172,1,1,1
4173,5,26,10
4174,4,14,7
4175,169,72,6
4176,15,76,10
4177,432,90,57
4178,25,20,2
4179,279,144,57
4180,165,75,18
4181,8,2,2
4182,46,19,3
4183,197,78,39
4184,89,32,3
4185,49,15,18
4186,68,20,5
4187,54,45,17
4188,18,4,2
4189,19,3,4
4190,28,1,8
4191,7,16,11
4192,35,3,5
4193,488,13,90
4194,2,7,3
4195,133,58,13
4196,12,6,4
4197,165,130,56
4198,127,89,22
4199,163,218,85
4200,33,5,4
4201,95,51,15
4202,182,124,20
4203,114,8,14
4204,33,26,7
4205,414,104,102
4206,44,2,18
4207,62,25,53
4208,4,1,1
4209,1,81,23
4210,20,37,17
4211,158,78,29
4212,302,129,31
4213,2,3,1
4214,259,58,5
4215,27,14,6
4216,145,118,82
4217,38,21,2
4218,115,35,3
4219,92,39,12
4220,155,73,24
4221,16,2,9
4222,14,35,16
4223,47,34,22
4224,31,67,27
4225,373,50,78
4226,288,141,62
4227,1,1,1
4228,330,18,71
4229,107,24,20
4230,83,44,46
4231,182,79,2
4232,22,12,12
4233,17,1,3
4234,19,5,1
4235,78,23,12
4236,18,92,56
4237,3,1,1
4238,26,8,5
4239,45,17,20
4240,333,8,83
4241,17,2,3
4242,54,24,1
4243,49,3,3
4244,114,29,13
4245,2,4,1
4246,1,1,1
4247,33,26,9
4248,158,12,29
4249,6,108,23
4250,16,13,13
4251,87,6,2
4252,16,5,18
4253,1,1,1
4254,134,13,26
4255,121,2,12
4256,20,7,1
4257,61,83,37
4258,494,244,122
4259,109,18,3
4260,6,1,1
4261,48,4,9
4262,57,10,3
4263,19,5,5
4264,135,47,16
4265,207,49,64
4266,44,8,1
4267,111,62,29
4268,16,106,60
4269,1,11,3
4270,47,22,2
4271,6,1,1
4272,61,51,64
4273,148,50,9
4274,64,153,94
4275,18,13,3
4276,144,111,125
4277,21,31,40
4278,25,13,2
4279,100,19,12
4280,248,8,2
4281,3,1,1
4282,70,38,6
4283,23,1,3
4284,74,89,53
4285,56,58,7
4286,39,52,90
4287,245,85,47
4288,47,12,8
4289,205,4,7
4290,137,13,41
4291,45,18,3
4292,7,6,2
4293,10,8,2
4294,141,29,10
4295,79,13,6
4296,88,21,2
4297,295,176,41
4298,112,41,9
4299,130,57,28
4300,14,3,3
4301,162,73,25
4302,20,11,1
4303,26,13,3
4304,2,1,1
4305,136,33,31
4306,136,227,53
4307,2,1,1
4308,403,20,18
4309,25,60,57
4310,299,26,11
4311,9,3,1
4312,6,10,2
4313,126,46,13
4314,228,106,46
4315,42,18,5
4316,1,3,8
4317,1,1,1
4318,14,3,2
4319,52,17,11
4320,26,5,17
4321,6,12,3
4322,28,15,12
4323,6,17,28
4324,44,81,34
4325,180,142,60
4326,33,10,6
4327,83,30,35
4328,74,10,9
4329,57,104,17
4330,213,94,40
4331,333,61,86
4332,27,8,5
4333,40,10,6
4334,15,5,2
4335,311,140,10
4336,249,81,57
4337,187,50,62
4338,36,12,7
4339,116,50,1
4340,4,11,4
4341,480,189,108
4342,426,152,33
4343,270,184,20
4344,210,39,31
4345,40,17,1
4346,273,33,42
4347,28,5,27
4348,9,3,1
4349,171,68,10
4350,179,16,5
4351,1,1,1
4352,2,1,1
4353,27,96,23
4354,39,14,5
4355,219,18,31
4356,38,51,11
4357,4,2,1
4358,14,13,5
4359,45,10,5
4360,169,38,22
4361,98,19,29
4362,37,12,13
4363,90,20,3
4364,76,7,8
4365,32,31,2
4366,47,20,7
4367,10,4,2
4368,48,2,5
4369,1,1,1
4370,15,3,2
4371,1,1,1
4372,67,2,1
4373,42,8,5
4374,1,1,1
4375,23,2,4
4376,128,114,12
4377,97,15,12
4378,30,42,3
4379,32,16,1
4380,2,2,1
4381,75,112,60
4382,19,43,6
4383,78,42,24
4384,12,54,20
4385,257,91,1
4386,167,55,29
4387,22,3,3
4388,3,1,9
4389,38,28,1
4390,4,3,1
4391,2,2,1
4392,1,1,1
4393,48,10,8
4394,49,72,33
4395,2,9,7
4396,126,134,35
4397,30,74,8
4398,397,184,61
4399,43,11,2
4400,25,29,10
4401,429,75,56
4402,5,2,1
4403,1,1,1
4404,21,16,10
4405,18,73,14
4406,21,42,12
4407,32,1,5
4408,56,10,5
4409,130,47,2
4410,252,77,42
4411,25,2,16
4412,68,41,10
4413,10,3,2
4414,174,38,34
4415,185,56,43
4416,27,9,1
4417,24,7,4
4418,39,10,3
4419,116,74,53
4420,271,114,25
4421,124,51,8
4422,124,39,3
4423,37,27,23
4424,40,26,13
4425,73,15,12
4426,133,41,7
4427,46,15,5
4428,29,25,12
4429,49,33,12
4430,35,10,16
4431,46,25,9
4432,14,3,1
4433,53,12,3
4434,59,7,12
4435,92,29,43
4436,147,35,35
4437,50,8,5
4438,28,15,4
4439,58,68,10
4440,19,8,1
4441,35,10,1
4442,12,14,5
4443,115,15,15
4444,116,42,26
4445,215,16,3
4446,135,1,2
4447,236,110,10
4448,5,1,1
4449,534,223,49
4450,1,5,1
4451,62,21,14
4452,45,18,6
4453,42,51,39
4454,13,1,2
4455,69,3,14
4456,10,1,1
4457,164,15,7
4458,143,41,9
4459,5,8,4
4460,127,15,51
4461,207,178,38
4462,1,1,1
4463,13,2,1
4464,106,162,13
4465,107,119,34
4466,5,1,1
4467,147,24,54
4468,57,22,10
4469,227,33,39
4470,51,4,10
4471,92,47,17
4472,116,121,75
4473,185,64,13
4474,52,1,7
4475,146,13,35
4476,41,11,5
4477,49,15,8
4478,158,10,11
4479,24,20,13
4480,88,77,5
4481,99,73,19
4482,118,77,8
4483,1,3,1
4484,59,39,17
4485,42,11,7
4486,27,41,26
4487,1,1,1
4488,108,11,45
4489,18,35,8
4490,10,2,3
4491,1,21,19
4492,79,40,2
4493,17,9,5
4494,19,26,44
4495,8,7,2
4496,81,57,1
4497,374,136,66
4498,22,30,4
4499,166,205,72
4500,192,62,37
4501,174,4,51
4502,48,6,7
4503,206,115,26
4504,78,13,3
4505,3,4,1
4506,291,5,25
4507,112,84,9
4508,116,8,19
4509,142,24,5
4510,64,58,4
4511,1,1,1
4512,1,1,1
4513,54,5,25
4514,91,70,37
4515,24,104,56
4516,138,17,18
4517,240,102,38
4518,34,6,1
4519,49,26,8
4520,41,137,35
4521,3,6,1
4522,1,1,1
4523,62,24,13
4524,94,52,49
4525,79,10,5
4526,4,12,6
4527,133,210,55
4528,315,32,42
4529,107,45,36
4530,22,23,2
4531,37,18,8
4532,12,10,5
4533,76,40,5
4534,3,1,1
4535,2,5,3
4536,107,64,54
4537,50,24,5
4538,1,1,1
4539,380,233,45
4540,14,14,5
4541,95,3,6
4542,263,114,39
4543,333,112,24
4544,22,9,2
4545,192,88,11
4546,23,33,4
4547,66,5,9
4548,20,3,2
4549,224,12,20
4550,79,24,21
4551,384,74,65
4552,9,1,1
4553,191,25,17
4554,45,39,34
4555,8,17,7
4556,404,20,82
4557,14,37,25
4558,83,24,3
4559,85,88,11
4560,43,18,12
4561,63,37,2
4562,125,21,55
4563,92,72,12
4564,160,104,57
4565,1,12,5
4566,5,1,1
4567,117,52,23
4568,389,89,1
4569,39,8,1
4570,54,104,50
4571,5,1,1
4572,3,2,1
4573,12,3,5
4574,3,3,2
4575,124,32,26
4576,86,10,26
4577,16,14,10
4578,16,2,1
4579,41,17,9
4580,2,1,1
4581,5,1,1
4582,271,163,81
4583,130,84,10
4584,218,4,53
4585,1,1,1
4586,218,75,7
4587,19,6,2
4588,86,28,12
4589,1,1,1
4590,59,9,11
4591,126,58,10
4592,50,29,21
4593,204,11,37
4594,68,14,6
4595,8,7,1
4596,7,5,2
4597,7,4,3
4598,4,30,10
4599,30,100,17
4600,2,1,5
4601,484,122,91
4602,88,24,18
4603,103,1,30
4604,50,2,1
4605,62,75,36
4606,36,65,54
4607,233,33,41
4608,79,53,13
4609,7,2,2
4610,128,78,19
4611,5,32,23
4612,207,62,15
4613,28,9,2
4614,9,1,1
4615,11,12,19
4616,1,1,1
4617,1,1,1
4618,43,25,5
4619,371,134,38
4620,380,58,65
4621,10,4,3
4622,12,3,1
4623,20,20,1
4624,65,29,7
4625,18,3,2
4626,38,49,15
4627,7,104,96
4628,52,1,8
4629,2,1,1
4630,10,19,7
4631,258,73,10
4632,212,31,20
4633,62,5,36
4634,192,19,25
4635,264,80,14
4636,388,85,83
4637,2,1,1
4638,102,22,33
4639,7,1,1
4640,59,67,3
4641,11,2,1
4642,2,2,1
4643,578,94,22
4644,6,6,1
4645,35,130,58
4646,499,55,67
4647,92,18,16
4648,17,5,8
4649,99,59,76
4650,90,5,7
4651,4,1,1
4652,145,68,13
4653,1,7,3
4654,53,55,92
4655,1,1,1
4656,5,1,1
4657,138,53,24
4658,146,19,1
4659,229,108,39
4660,40,37,12
4661,55,4,3
4662,114,11,20
4663,31,17,8
4664,243,96,51
4665,4,2,2
4666,24,13,30
4667,311,21,62
4668,167,142,125
4669,40,4,2
4670,127,15,1
4671,1,1,1
4672,55,51,34
4673,312,29,50
4674,53,15,3
4675,78,15,1
4676,135,11,6
4677,78,22,5
4678,8,27,20
4679,15,7,2
4680,4,43,36
4681,80,111,77
4682,77,26,11
4683,1,1,1
4684,6,5,3
4685,98,55,16
4686,463,141,57
4687,6,62,25
4688,4,43,10
4689,67,9,10
4690,12,62,35
4691,46,2,7
4692,177,45,3
4693,48,2,9
4694,14,12,10
4695,5,2,1
4696,1,1,1
4697,37,24,15
4698,2,1,1
4699,7,23,15
4700,69,5,16
4701,74,31,39
4702,40,14,2
4703,5,2,1
4704,65,1,11
4705,461,108,23
4706,5,55,18
4707,15,3,3
4708,73,31,5
4709,22,6,1
4710,16,13,5
4711,13,7,4
4712,1,2,1
4713,44,122,55
4714,27,52,10
4715,35,1,4
4716,2,22,21
4717,97,13,19
4718,1,1,1
4719,134,89,64
4720,19,1,1
4721,218,45,15
4722,316,68,5
4723,8,26,12
4724,20,72,36
4725,7,4,1
4726,111,8,14
4727,100,34,9
4728,262,116,26
4729,218,128,47
4730,1,2,3
4731,57,9,12
4732,99,47,4
4733,362,40,16
4734,120,16,17
4735,3,1,1
4736,80,10,7
4737,199,107,23
4738,14,1,3
4739,393,66,15
4740,9,3,2
4741,1,1,1
4742,274,1,18
4743,66,57,22
4744,4,1,1
4745,1,1,1
4746,159,49,32
4747,2,5,1
4748,3,1,1
4749,425,10,36
4750,13,4,2
4751,169,70,3
4752,36,10,7
4753,27,83,35
4754,21,30,9
4755,14,19,7
4756,3,1,1
4757,3,2,1
4758,1,1,1
4759,88,30,9
4760,2,8,4
4761,61,9,8
4762,323,23,32
4763,323,169,56
